UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
201,2,655,19,7,99,472,2,19393,2017-01-10,33316,30325,1376,WN,OMA,"Omaha, NE",NE,DEN,"Denver, CO",CO,,-1
202,5,1300,7,3,81,480,2,19393,2017-01-13,33192,33570,1473,WN,SMF,"Sacramento, CA",CA,SAN,"San Diego, CA",CA,,79
203,6,1835,21,3,119,679,3,20304,2017-01-28,30559,32457,5911,OO,SEA,"Seattle, WA",WA,SFO,"San Francisco, CA",CA,,55
204,1,1020,21,6,88,406,2,19393,2017-01-16,30397,33195,1385,WN,ATL,"Atlanta, GA",GA,TPA,"Tampa, FL",FL,,-7
205,2,1630,10,7,70,395,2,19393,2017-01-31,30977,30693,360,WN,MDW,"Chicago, IL",IL,BNA,"Nashville, TN",TN,,-15
206,2,1945,8,5,285,"1,844",8,19393,2017-01-31,30977,32457,4532,WN,MDW,"Chicago, IL",IL,OAK,"Oakland, CA",CA,,-1
207,1,1355,8,5,75,358,2,19393,2017-01-02,32575,33192,6188,WN,BUR,"Burbank, CA",CA,SMF,"Sacramento, CA",CA,,41
209,7,1355,28,8,166,762,4,19790,2017-01-01,31703,30397,1943,DL,LGA,"New York, NY",NY,ATL,"Atlanta, GA",GA,,29
210,2,1446,12,35,136,606,3,20416,2017-01-10,30977,30397,219,NK,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,,46
211,2,700,18,5,175,"1,096",5,19805,2017-01-10,32467,31703,1011,AA,MIA,"Miami, FL",FL,LGA,"New York, NY",NY,,-4
212,2,1245,9,6,105,612,3,19393,2017-01-31,33195,30693,4168,WN,TPA,"Tampa, FL",FL,BNA,"Nashville, TN",TN,,-11
213,6,1355,18,4,225,"1,533",7,19930,2017-01-14,30559,31517,123,AS,SEA,"Seattle, WA",WA,FAI,"Fairbanks, AK",AK,,13
214,5,2125,13,6,267,"2,342",10,20416,2017-01-06,32575,32467,310,NK,LAX,"Los Angeles, CA",CA,FLL,"Fort Lauderdale, FL",FL,,5
215,1,1400,18,4,249,"1,504",7,20304,2017-01-30,30423,32457,5498,OO,AUS,"Austin, TX",TX,SFO,"San Francisco, CA",CA,,-7
216,1,940,14,9,154,954,4,20416,2017-01-30,30559,32575,740,NK,SEA,"Seattle, WA",WA,LAX,"Los Angeles, CA",CA,,-6
217,7,755,30,4,81,201,1,19790,2017-01-29,30198,31295,809,DL,PIT,"Pittsburgh, PA",PA,DTW,"Detroit, MI",MI,,-1
218,7,1347,31,6,74,223,1,20366,2017-01-15,30977,31721,4423,EV,ORD,"Chicago, IL",IL,FNT,"Flint, MI",MI,,-2
219,5,1020,25,3,145,763,4,19930,2017-01-27,32211,34057,627,AS,LAS,"Las Vegas, NV",NV,PDX,"Portland, OR",OR,,-2
220,4,1656,12,3,101,626,3,19790,2017-01-26,34614,33570,51,DL,SLC,"Salt Lake City, UT",UT,SAN,"San Diego, CA",CA,,-14
221,3,1305,9,4,75,405,2,19393,2017-01-18,33198,30977,1572,WN,MCI,"Kansas City, MO",MO,MDW,"Chicago, IL",IL,,-6
222,3,1535,42,16,163,888,4,19977,2017-01-04,30325,30977,478,UA,DEN,"Denver, CO",CO,ORD,"Chicago, IL",IL,,29
223,7,1850,20,4,245,"1,616",7,19805,2017-01-01,30194,34057,420,AA,DFW,"Dallas/Fort Worth, TX",TX,PDX,"Portland, OR",OR,,-8
224,3,1125,16,5,197,"1,589",7,20304,2017-01-04,32457,31650,5956,OO,SFO,"San Francisco, CA",CA,MSP,"Minneapolis, MN",MN,,80
225,3,1440,17,4,70,284,2,20366,2017-01-11,31703,34321,3795,EV,EWR,"Newark, NJ",NJ,PWM,"Portland, ME",ME,,-12
226,2,615,43,51,138,173,1,20304,2017-01-31,31977,30977,3138,OO,GRB,"Green Bay, WI",WI,ORD,"Chicago, IL",IL,,59
229,5,835,17,5,142,825,4,19393,2017-01-06,30977,33495,104,WN,MDW,"Chicago, IL",IL,MSY,"New Orleans, LA",LA,,16
231,5,645,10,6,119,763,4,19393,2017-01-20,34057,32211,1314,WN,PDX,"Portland, OR",OR,LAS,"Las Vegas, NV",NV,,-10
232,1,1105,18,7,348,"2,475",10,20409,2017-01-16,31703,32575,423,B6,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,,-36
233,1,720,36,7,304,"1,592",7,19393,2017-01-23,31123,32575,1035,WN,STL,"St. Louis, MO",MO,LAX,"Los Angeles, CA",CA,,51
234,2,1614,16,9,117,610,3,20366,2017-01-17,33244,31295,5396,EV,MEM,"Memphis, TN",TN,DTW,"Detroit, MI",MI,,-5
235,3,1605,10,3,186,"1,620",7,19977,2017-01-11,30325,31703,406,UA,DEN,"Denver, CO",CO,LGA,"New York, NY",NY,,-38
236,3,1800,10,7,62,226,1,19805,2017-01-25,31057,30397,589,AA,CLT,"Charlotte, NC",NC,ATL,"Atlanta, GA",GA,,-20
237,7,1325,13,6,101,680,3,19393,2017-01-15,30325,31650,4122,WN,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,9
238,4,2215,19,3,77,387,2,19790,2017-01-05,34614,30620,2152,DL,SLC,"Salt Lake City, UT",UT,BIL,"Billings, MT",MT,,-13
241,7,1520,22,9,160,"1,013",5,20304,2017-01-01,30372,30977,5254,OO,ASE,"Aspen, CO",CO,ORD,"Chicago, IL",IL,,-11
242,7,1220,32,9,173,"1,171",5,19805,2017-01-22,33570,30194,2491,AA,SAN,"San Diego, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-10
243,1,1545,15,7,269,"2,218",9,19790,2017-01-09,32575,31454,896,DL,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,,19
244,1,1130,12,6,41,102,1,19690,2017-01-16,32134,32982,143,HA,HNL,"Honolulu, HI",HI,LIH,"Lihue, HI",HI,,-8
246,1,1305,16,6,110,483,2,20304,2017-01-02,31775,30325,5232,OO,FSD,"Sioux Falls, SD",SD,DEN,"Denver, CO",CO,,-8
247,4,1625,24,3,397,"2,586",11,19805,2017-01-05,31703,32457,67,AA,JFK,"New York, NY",NY,SFO,"San Francisco, CA",CA,,-14
249,6,1600,11,3,179,"1,433",6,20304,2017-01-21,32457,33316,5216,OO,SFO,"San Francisco, CA",CA,OMA,"Omaha, NE",NE,,187
250,2,19,11,8,211,"1,727",7,19805,2017-01-31,34614,31057,525,AA,SLC,"Salt Lake City, UT",UT,CLT,"Charlotte, NC",NC,,-19
252,5,1605,8,2,173,"1,444",6,19393,2017-01-20,30466,30977,748,WN,PHX,"Phoenix, AZ",AZ,MDW,"Chicago, IL",IL,,47
253,7,1300,11,6,103,581,3,19790,2017-01-29,30397,32467,1970,DL,ATL,"Atlanta, GA",GA,FLL,"Fort Lauderdale, FL",FL,,-10
254,7,945,9,4,252,"1,728",7,19393,2017-01-08,30977,33570,3695,WN,MDW,"Chicago, IL",IL,SAN,"San Diego, CA",CA,,-8
255,7,925,24,9,91,337,2,19393,2017-01-15,32457,32575,5555,WN,SFO,"San Francisco, CA",CA,LAX,"Los Angeles, CA",CA,,1
256,2,1850,13,5,140,"1,046",5,20409,2017-01-31,32467,34819,1453,B6,FLL,"Fort Lauderdale, FL",FL,SJU,"San Juan, PR",PR,,-14
257,1,1325,17,6,96,507,3,19393,2017-01-23,30466,34614,1444,WN,PHX,"Phoenix, AZ",AZ,SLC,"Salt Lake City, UT",UT,,1
258,6,2005,13,6,187,"1,107",5,19393,2017-01-21,30466,30559,2035,WN,PHX,"Phoenix, AZ",AZ,SEA,"Seattle, WA",WA,,3
259,2,1110,14,5,248,"1,770",8,19393,2017-01-17,30559,30423,3938,WN,SEA,"Seattle, WA",WA,AUS,"Austin, TX",TX,,12
260,6,1442,19,8,260,"1,623",7,19790,2017-01-14,34945,31703,676,DL,STT,"Charlotte Amalie, VI",VI,JFK,"New York, NY",NY,,3
261,6,940,33,5,220,"1,520",7,19805,2017-01-14,31057,34945,1195,AA,CLT,"Charlotte, NC",NC,STT,"Charlotte Amalie, VI",VI,,6
262,1,1935,17,3,144,937,4,19930,2017-01-02,30559,32575,524,AS,SEA,"Seattle, WA",WA,BUR,"Burbank, CA",CA,,5
263,5,1053,20,11,168,908,4,20304,2017-01-20,34689,30559,3445,OO,SBA,"Santa Barbara, CA",CA,SEA,"Seattle, WA",WA,,9
264,6,1420,13,3,185,"1,182",5,20409,2017-01-14,31703,33495,575,B6,JFK,"New York, NY",NY,MSY,"New Orleans, LA",LA,,-4
265,4,825,20,19,307,"2,611",11,21171,2017-01-05,32575,30721,360,VX,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,,64
266,3,600,13,3,136,945,4,19393,2017-01-18,32337,31714,1645,WN,IND,"Indianapolis, IN",IN,RSW,"Fort Myers, FL",FL,,-25
267,1,921,24,4,185,"1,068",5,19977,2017-01-16,31703,31714,1481,UA,EWR,"Newark, NJ",NJ,RSW,"Fort Myers, FL",FL,,-14
268,5,1157,14,10,150,989,4,19805,2017-01-20,34614,30194,2510,AA,SLC,"Salt Lake City, UT",UT,DFW,"Dallas/Fort Worth, TX",TX,,-11
269,1,1530,11,14,172,"1,222",5,19977,2017-01-23,32211,31453,1179,UA,LAS,"Las Vegas, NV",NV,IAH,"Houston, TX",TX,,-13
270,2,900,12,6,54,214,1,19790,2017-01-31,30693,30397,2421,DL,BNA,"Nashville, TN",TN,ATL,"Atlanta, GA",GA,,-4
271,6,1306,15,6,56,216,1,19690,2017-01-28,32134,32402,232,HA,HNL,"Honolulu, HI",HI,ITO,"Hilo, HI",HI,,2
272,6,1345,15,13,90,425,2,19393,2017-01-21,33495,30397,4868,WN,MSY,"New Orleans, LA",LA,ATL,"Atlanta, GA",GA,,7
273,6,900,8,6,175,"1,069",5,19977,2017-01-14,33105,30325,1949,UA,CVG,"Cincinnati, OH",KY,DEN,"Denver, CO",CO,,-15
274,4,1835,14,7,230,"1,416",6,19977,2017-01-12,31703,31453,1167,UA,LGA,"New York, NY",NY,IAH,"Houston, TX",TX,,-13
275,1,1940,14,5,231,"1,726",7,19977,2017-01-16,30977,32575,2003,UA,ORD,"Chicago, IL",IL,SNA,"Santa Ana, CA",CA,"1,940",22
276,5,1435,11,3,185,"1,303",6,19977,2017-01-13,31453,33570,1870,UA,IAH,"Houston, TX",TX,SAN,"San Diego, CA",CA,,-28
277,3,1555,22,10,84,337,2,19393,2017-01-18,32457,32575,325,WN,OAK,"Oakland, CA",CA,LAX,"Los Angeles, CA",CA,,23
278,2,830,18,10,105,507,3,19805,2017-01-03,30466,34614,538,AA,PHX,"Phoenix, AZ",AZ,SLC,"Salt Lake City, UT",UT,,-3
280,2,730,16,4,170,"1,068",5,19977,2017-01-17,31703,31714,1001,UA,EWR,"Newark, NJ",NJ,RSW,"Fort Myers, FL",FL,,-30
281,1,840,32,4,83,250,2,20304,2017-01-30,30157,32457,5349,OO,ACV,"Arcata/Eureka, CA",CA,SFO,"San Francisco, CA",CA,,1
282,1,1700,23,6,152,"1,091",5,19977,2017-01-02,31453,30647,2024,UA,IAH,"Houston, TX",TX,CLE,"Cleveland, OH",OH,,94
283,1,1420,8,5,211,"1,482",6,19393,2017-01-16,33198,34057,518,WN,MCI,"Kansas City, MO",MO,PDX,"Portland, OR",OR,,2
284,3,1945,12,4,76,427,2,20366,2017-01-11,31453,30562,3947,EV,IAH,"Houston, TX",TX,MOB,"Mobile, AL",AL,,-13
285,5,1347,9,5,114,629,3,20416,2017-01-06,31295,33198,804,NK,DTW,"Detroit, MI",MI,MCI,"Kansas City, MO",MO,,-5
286,7,1340,13,6,92,562,3,20366,2017-01-01,31453,30599,4392,EV,IAH,"Houston, TX",TX,BHM,"Birmingham, AL",AL,,8
287,5,1405,9,11,118,714,3,19393,2017-01-13,30615,32575,1207,WN,ELP,"El Paso, TX",TX,LAX,"Los Angeles, CA",CA,,-12
288,3,2200,12,5,48,137,1,19393,2017-01-18,30977,31986,1828,WN,MDW,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,,-17
289,2,1940,9,6,345,"2,288",10,19977,2017-01-10,30852,32575,208,UA,IAD,"Washington, DC",VA,LAX,"Los Angeles, CA",CA,,-10
291,7,1200,14,22,427,"2,611",11,19805,2017-01-22,30721,32575,333,AA,BOS,"Boston, MA",MA,LAX,"Los Angeles, CA",CA,,34
294,5,1330,15,6,172,"1,127",5,19790,2017-01-13,32467,31295,1235,DL,FLL,"Fort Lauderdale, FL",FL,DTW,"Detroit, MI",MI,,-23
295,2,2013,11,10,149,973,4,20436,2017-01-03,34082,34100,1978,F9,PGD,"Punta Gorda, FL",FL,PHL,"Philadelphia, PA",PA,,53
298,3,1628,11,9,86,373,2,20304,2017-01-04,33367,31295,4824,OO,MLI,"Moline, IL",IL,DTW,"Detroit, MI",MI,,13
299,2,1525,10,3,54,282,2,19790,2017-01-17,31650,33316,2356,DL,MSP,"Minneapolis, MN",MN,OMA,"Omaha, NE",NE,,7
300,4,845,13,4,94,570,3,19393,2017-01-26,30977,30599,464,WN,MDW,"Chicago, IL",IL,BHM,"Birmingham, AL",AL,,-8
301,4,545,22,7,145,844,4,20304,2017-01-12,31638,30325,5699,OO,FAT,"Fresno, CA",CA,DEN,"Denver, CO",CO,,-1
302,3,1951,7,5,72,373,2,20436,2017-01-18,35356,34492,905,F9,TTN,"Trenton, NJ",NJ,RDU,"Raleigh/Durham, NC",NC,,-25
303,2,1617,23,6,154,967,4,19977,2017-01-17,32457,30325,1893,UA,SFO,"San Francisco, CA",CA,DEN,"Denver, CO",CO,,-9
304,4,1501,17,4,63,238,1,20366,2017-01-12,30397,30731,5527,EV,ATL,"Atlanta, GA",GA,BQK,"Brunswick, GA",GA,,-5
305,4,1355,8,3,55,255,2,19393,2017-01-19,34492,30852,161,WN,RDU,"Raleigh/Durham, NC",NC,BWI,"Baltimore, MD",MD,,-6
306,1,630,14,5,81,310,2,20366,2017-01-02,30852,30647,4004,EV,DCA,"Washington, DC",VA,CLE,"Cleveland, OH",OH,,-15
307,4,1500,24,4,97,461,2,20366,2017-01-19,31703,31995,5447,EV,LGA,"New York, NY",NY,GSO,"Greensboro/High Point, NC",NC,,38
308,2,2005,13,10,49,95,1,20366,2017-01-10,31295,30647,5121,EV,DTW,"Detroit, MI",MI,CLE,"Cleveland, OH",OH,,-24
309,2,825,15,7,151,983,4,19790,2017-01-03,33195,31295,662,DL,TPA,"Tampa, FL",FL,DTW,"Detroit, MI",MI,,-13
310,1,1633,12,11,137,678,3,19977,2017-01-02,34100,30977,563,UA,PHL,"Philadelphia, PA",PA,ORD,"Chicago, IL",IL,,-2
311,1,1402,23,10,87,296,2,20304,2017-01-23,34576,31295,4629,OO,ROC,"Rochester, NY",NY,DTW,"Detroit, MI",MI,,1
312,4,910,12,6,335,"2,409",10,19690,2017-01-19,32457,32134,47,HA,OAK,"Oakland, CA",CA,HNL,"Honolulu, HI",HI,,-19
314,5,2235,92,4,152,447,2,19790,2017-01-06,30397,31066,1736,DL,ATL,"Atlanta, GA",GA,CMH,"Columbus, OH",OH,,214
316,3,1050,23,12,146,967,4,19977,2017-01-11,32457,30325,223,UA,SFO,"San Francisco, CA",CA,DEN,"Denver, CO",CO,,-4
317,7,1244,11,5,102,453,2,19790,2017-01-08,34100,31295,930,DL,PHL,"Philadelphia, PA",PA,DTW,"Detroit, MI",MI,,4
318,2,700,17,12,168,"1,120",5,20416,2017-01-17,30977,31714,121,NK,ORD,"Chicago, IL",IL,RSW,"Fort Myers, FL",FL,,-6
320,7,700,11,3,247,"1,671",7,20436,2017-01-01,31295,30466,1881,F9,DTW,"Detroit, MI",MI,PHX,"Phoenix, AZ",AZ,,-24
321,7,1200,7,3,108,680,3,19393,2017-01-29,30325,31650,4842,WN,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,33
322,5,1155,11,16,84,308,2,19393,2017-01-20,32457,32575,566,WN,SJC,"San Jose, CA",CA,LAX,"Los Angeles, CA",CA,,34
323,1,1135,22,4,122,551,3,20366,2017-01-02,30194,34674,2842,EV,DFW,"Dallas/Fort Worth, TX",TX,SAF,"Santa Fe, NM",NM,,21
324,6,1520,10,6,180,"1,506",7,19977,2017-01-07,30325,33195,1474,UA,DEN,"Denver, CO",CO,TPA,"Tampa, FL",FL,,-11
325,3,1405,9,4,58,226,1,19393,2017-01-18,32211,32575,464,WN,LAS,"Las Vegas, NV",NV,SNA,"Santa Ana, CA",CA,,-5
326,2,1345,22,11,371,"2,677",11,19930,2017-01-24,32134,30559,894,AS,HNL,"Honolulu, HI",HI,SEA,"Seattle, WA",WA,,12
327,2,710,14,7,138,966,4,19977,2017-01-24,31453,32467,1425,UA,IAH,"Houston, TX",TX,FLL,"Fort Lauderdale, FL",FL,,-10
328,7,1300,38,5,115,421,2,21171,2017-01-22,32457,34262,589,VX,SFO,"San Francisco, CA",CA,PSP,"Palm Springs, CA",CA,,63
329,4,1755,11,11,202,"1,448",6,19930,2017-01-26,30299,30559,146,AS,ANC,"Anchorage, AK",AK,SEA,"Seattle, WA",WA,,-1
330,7,1200,21,5,85,308,2,19393,2017-01-22,32575,32457,3504,WN,LAX,"Los Angeles, CA",CA,SJC,"San Jose, CA",CA,,24
331,4,1720,11,7,347,"2,425",10,19977,2017-01-19,31703,33570,1827,UA,EWR,"Newark, NJ",NJ,SAN,"San Diego, CA",CA,,-26
332,2,900,16,12,387,"2,475",10,21171,2017-01-10,31703,32575,407,VX,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,,6
334,4,805,24,12,293,"1,620",7,19790,2017-01-05,31703,30325,2594,DL,LGA,"New York, NY",NY,DEN,"Denver, CO",CO,,12
335,5,1330,15,5,98,588,3,19977,2017-01-20,30977,30852,498,UA,ORD,"Chicago, IL",IL,IAD,"Washington, DC",VA,,-2
336,7,1745,10,8,165,954,4,20416,2017-01-29,32575,30559,253,NK,LAX,"Los Angeles, CA",CA,SEA,"Seattle, WA",WA,,92
337,7,1720,8,8,64,251,2,19393,2017-01-08,31123,30977,2799,WN,STL,"St. Louis, MO",MO,MDW,"Chicago, IL",IL,,-1
338,6,1152,12,6,121,680,3,19977,2017-01-14,31650,30325,1660,UA,MSP,"Minneapolis, MN",MN,DEN,"Denver, CO",CO,,-24
339,3,2047,11,6,100,641,3,20416,2017-01-18,30325,30194,720,NK,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,,-8
340,7,745,12,5,226,"1,642",7,19393,2017-01-15,32457,31453,3359,WN,OAK,"Oakland, CA",CA,HOU,"Houston, TX",TX,,8
341,7,1830,10,13,148,926,4,19805,2017-01-29,30194,31066,1381,AA,DFW,"Dallas/Fort Worth, TX",TX,CMH,"Columbus, OH",OH,,0
342,3,1720,13,7,160,"1,183",5,19790,2017-01-25,33495,31703,1979,DL,MSY,"New Orleans, LA",LA,LGA,"New York, NY",NY,,-13
343,2,943,14,3,118,763,4,20366,2017-01-03,30977,30785,3827,EV,ORD,"Chicago, IL",IL,BTV,"Burlington, VT",VT,,23
344,1,1840,12,13,156,954,4,20304,2017-01-23,30559,32575,5191,OO,SEA,"Seattle, WA",WA,LAX,"Los Angeles, CA",CA,,-19
345,6,600,12,7,167,"1,050",5,19790,2017-01-21,30529,31650,755,DL,BDL,"Hartford, CT",CT,MSP,"Minneapolis, MN",MN,,-26
347,6,800,11,11,130,696,3,19930,2017-01-28,32457,30559,309,AS,SJC,"San Jose, CA",CA,SEA,"Seattle, WA",WA,,-3
348,2,1009,13,11,94,447,2,19790,2017-01-10,30397,31066,1276,DL,ATL,"Atlanta, GA",GA,CMH,"Columbus, OH",OH,,6
349,4,1500,8,9,95,649,3,19393,2017-01-05,30713,30325,547,WN,BOI,"Boise, ID",ID,DEN,"Denver, CO",CO,,60
350,6,1255,6,10,124,849,4,19393,2017-01-14,31453,31454,5909,WN,HOU,"Houston, TX",TX,MCO,"Orlando, FL",FL,,-7
352,4,1040,26,15,132,719,3,19977,2017-01-26,30977,31703,385,UA,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,,-1
353,2,711,16,8,101,451,2,20304,2017-01-03,30436,32575,5489,OO,TUS,"Tucson, AZ",AZ,LAX,"Los Angeles, CA",CA,,5
354,3,1830,14,6,119,761,4,19805,2017-01-04,30194,32337,2618,AA,DFW,"Dallas/Fort Worth, TX",TX,IND,"Indianapolis, IN",IN,,-7
355,3,1705,9,8,95,533,3,19393,2017-01-18,33198,30325,724,WN,MCI,"Kansas City, MO",MO,DEN,"Denver, CO",CO,,-11
356,7,2104,19,10,185,"1,182",5,20409,2017-01-29,32467,30977,566,B6,FLL,"Fort Lauderdale, FL",FL,ORD,"Chicago, IL",IL,,49
357,5,1510,15,3,96,584,3,19790,2017-01-13,34614,32457,1171,DL,SLC,"Salt Lake City, UT",UT,SJC,"San Jose, CA",CA,,-34
358,2,1635,6,6,68,337,2,19393,2017-01-17,32575,32457,1543,WN,LAX,"Los Angeles, CA",CA,OAK,"Oakland, CA",CA,,-10
359,4,1454,9,4,56,270,2,19790,2017-01-26,30397,31136,2484,DL,ATL,"Atlanta, GA",GA,JAX,"Jacksonville, FL",FL,,-12
360,2,1230,20,11,155,903,4,19790,2017-01-24,30721,30397,2225,DL,PVD,"Providence, RI",RI,ATL,"Atlanta, GA",GA,,-32
362,1,1437,20,8,252,"1,666",7,20409,2017-01-16,34819,30529,176,B6,SJU,"San Juan, PR",PR,BDL,"Hartford, CT",CT,,2
363,7,1635,7,3,71,327,2,19393,2017-01-01,30721,30852,1007,WN,PVD,"Providence, RI",RI,BWI,"Baltimore, MD",MD,,6
364,6,915,11,4,388,"2,717",11,19930,2017-01-28,32467,30559,737,AS,FLL,"Fort Lauderdale, FL",FL,SEA,"Seattle, WA",WA,,-20
365,2,1435,13,5,81,413,2,20409,2017-01-03,30852,30721,456,B6,IAD,"Washington, DC",VA,BOS,"Boston, MA",MA,,-11
366,2,1550,13,5,112,588,3,20366,2017-01-17,30977,30928,4210,EV,ORD,"Chicago, IL",IL,ICT,"Wichita, KS",KS,,-17
367,1,1305,10,6,152,"1,020",5,19393,2017-01-30,30466,31453,1653,WN,PHX,"Phoenix, AZ",AZ,HOU,"Houston, TX",TX,,7
369,7,2026,14,7,120,920,4,19790,2017-01-22,34614,33198,1221,DL,SLC,"Salt Lake City, UT",UT,MCI,"Kansas City, MO",MO,,-19
370,1,1525,12,5,83,452,2,19393,2017-01-09,30852,34321,1340,WN,BWI,"Baltimore, MD",MD,PWM,"Portland, ME",ME,,19
372,5,1515,23,12,121,594,3,19393,2017-01-27,30397,31295,224,WN,ATL,"Atlanta, GA",GA,DTW,"Detroit, MI",MI,,1
375,3,2010,18,5,146,748,3,19977,2017-01-04,31703,30693,1123,UA,EWR,"Newark, NJ",NJ,BNA,"Nashville, TN",TN,,-6
377,7,2000,13,4,80,423,2,19393,2017-01-29,30977,33316,3301,WN,MDW,"Chicago, IL",IL,OMA,"Omaha, NE",NE,,-10
378,7,840,20,6,306,"1,956",8,19790,2017-01-22,31295,33570,2083,DL,DTW,"Detroit, MI",MI,SAN,"San Diego, CA",CA,,-18
379,3,1121,18,15,202,"1,258",6,19805,2017-01-18,32467,30721,1006,AA,MIA,"Miami, FL",FL,BOS,"Boston, MA",MA,,0
380,4,940,9,4,77,442,2,19393,2017-01-05,30693,34492,229,WN,BNA,"Nashville, TN",TN,RDU,"Raleigh/Durham, NC",NC,,-8
382,4,1605,31,7,193,"1,085",5,19977,2017-01-05,31703,32467,1923,UA,EWR,"Newark, NJ",NJ,MIA,"Miami, FL",FL,,0
383,6,1230,18,6,88,406,2,19790,2017-01-21,30397,33195,2330,DL,ATL,"Atlanta, GA",GA,TPA,"Tampa, FL",FL,,48
384,3,1840,11,7,181,"1,189",5,19393,2017-01-25,34819,31454,4434,WN,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,,-19
385,5,622,37,13,227,"1,197",5,20409,2017-01-06,35096,32467,1737,B6,SYR,"Syracuse, NY",NY,FLL,"Fort Lauderdale, FL",FL,,0
386,6,1350,11,9,42,67,1,20366,2017-01-14,33342,30977,3811,EV,MKE,"Milwaukee, WI",WI,ORD,"Chicago, IL",IL,,-20
387,1,720,26,7,93,374,2,20366,2017-01-09,31453,32600,4025,EV,IAH,"Houston, TX",TX,LIT,"Little Rock, AR",AR,,4
388,5,959,12,5,145,846,4,20436,2017-01-06,30325,32575,269,F9,DEN,"Denver, CO",CO,SNA,"Santa Ana, CA",CA,,32
389,1,700,21,5,80,349,2,19393,2017-01-02,30325,30140,3185,WN,DEN,"Denver, CO",CO,ABQ,"Albuquerque, NM",NM,,-5
390,3,1945,15,10,112,711,3,19393,2017-01-04,30977,31703,2209,WN,MDW,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,,-6
391,7,1840,38,5,286,"1,587",7,19393,2017-01-22,30397,30466,4978,WN,ATL,"Atlanta, GA",GA,PHX,"Phoenix, AZ",AZ,,346
392,5,1835,14,4,339,"2,338",10,19977,2017-01-20,32457,33830,364,UA,SFO,"San Francisco, CA",CA,OGG,"Kahului, HI",HI,,7
394,1,520,18,9,180,"1,069",5,20409,2017-01-02,31703,32467,901,B6,JFK,"New York, NY",NY,FLL,"Fort Lauderdale, FL",FL,,-14
395,4,1119,34,9,100,337,2,19977,2017-01-26,32575,32457,1845,UA,LAX,"Los Angeles, CA",CA,SFO,"San Francisco, CA",CA,,10
396,7,1305,17,5,138,862,4,19977,2017-01-01,31453,30325,737,UA,IAH,"Houston, TX",TX,DEN,"Denver, CO",CO,,-15
397,5,1810,15,10,191,"1,199",5,19790,2017-01-20,30397,30325,1124,DL,ATL,"Atlanta, GA",GA,DEN,"Denver, CO",CO,,-20
398,2,1825,13,11,229,"1,379",6,19977,2017-01-24,31453,32575,832,UA,IAH,"Houston, TX",TX,LAX,"Los Angeles, CA",CA,,-3
399,1,920,12,5,111,590,3,19805,2017-01-16,31057,34027,1866,AA,CLT,"Charlotte, NC",NC,PBI,"West Palm Beach/Palm Beach, FL",FL,,-3
400,6,1400,11,5,241,"1,946",8,19790,2017-01-14,32575,30397,1654,DL,LAX,"Los Angeles, CA",CA,ATL,"Atlanta, GA",GA,,-11
402,1,1745,11,10,249,"1,587",7,20436,2017-01-16,30693,32211,1683,F9,BNA,"Nashville, TN",TN,LAS,"Las Vegas, NV",NV,,1
403,6,1845,14,17,149,868,4,19805,2017-01-28,30194,30466,550,AA,DFW,"Dallas/Fort Worth, TX",TX,PHX,"Phoenix, AZ",AZ,,-19
404,7,957,19,6,92,508,3,20366,2017-01-22,30397,33667,5499,EV,ATL,"Atlanta, GA",GA,PHF,"Newport News/Williamsburg, VA",VA,,-15
405,3,640,7,6,51,197,1,19393,2017-01-18,33195,32467,1214,WN,TPA,"Tampa, FL",FL,FLL,"Fort Lauderdale, FL",FL,,-14
406,4,815,10,6,224,"1,481",6,19790,2017-01-26,31295,34614,1725,DL,DTW,"Detroit, MI",MI,SLC,"Salt Lake City, UT",UT,,-32
407,1,600,19,5,93,533,3,19393,2017-01-30,30325,33198,1411,WN,DEN,"Denver, CO",CO,MCI,"Kansas City, MO",MO,,-8
408,6,1120,13,5,141,"1,021",5,19805,2017-01-14,30194,30647,1676,AA,DFW,"Dallas/Fort Worth, TX",TX,CLE,"Cleveland, OH",OH,,62
